area,lon,lat,num_bed,num_bath,bank,cafe,college,hospital,marketplace,medical_supply,parking,pharmacy,school,supermarket,university,price,point,pointPlus,pointPlus1,newprice
41,106.648391,10.769013,6,4,10,10,2,0,5,0,3,10,10,6,0,215424.386,20,26700,2570,217994.386
48,106.649141,10.840977,2,2,1,10,3,0,1,0,1,10,10,3,1,152951.3141,20,18300,1730,154681.3141
56,106.758773,10.779981,2,2,6,10,0,0,2,0,0,4,0,2,1,142180.0948,20,11400,1040,143220.0948
40,106.564656,10.664309,2,1,4,3,0,0,0,0,1,2,3,1,0,42223.17966,15,6900,590,42813.17966
36,105.85618,20.995127,4,4,8,10,0,0,1,0,3,10,9,2,2,168031.0211,20,19800,1880,169911.0211
75,106.564656,10.664309,3,3,4,3,0,0,0,0,1,2,3,1,0,51701.85265,15,6900,590,52291.85265
34,105.825574,21.005201,3,3,10,10,1,0,1,0,0,10,8,7,5,176647.9966,20,20700,1970,178617.9966
23,105.700178,20.999249,2,3,0,1,0,0,0,0,0,1,1,1,0,68935.80353,15,1500,50,68985.80353
32,106.665175,10.84585,2,2,10,10,2,1,3,1,1,10,10,8,0,129254.6316,20,25800,2480,131734.6316
44,106.656791,10.864549,2,2,1,10,1,0,0,0,2,2,2,3,0,135717.3632,20,9000,800,136517.3632
88,108.246066,16.048016,2,2,0,10,0,1,2,1,0,5,3,8,0,163722.5334,16,11400,1040,164762.5334
24,106.698027,10.769876,3,3,10,10,1,5,10,5,10,10,10,10,0,236966.8246,20,35100,3410,240376.8246
41,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,161568.2895,15,1500,50,161618.2895
45,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,159414.0457,15,1500,50,159464.0457
41,105.818783,20.998849,4,3,10,10,4,0,2,0,0,10,10,8,1,142180.0948,20,25200,2420,144600.0948
21,106.7394,10.70145,2,3,6,10,0,0,2,0,1,6,3,3,0,72382.59371,15,14100,1310,73692.59371
56,106.655904,10.788661,2,2,10,10,1,7,6,7,0,10,10,6,0,310211.1159,20,33300,3230,313441.1159
37,106.613219,10.835693,2,1,0,10,0,0,1,0,2,4,4,7,0,112020.6807,20,10500,950,112970.6807
31,105.819723,21.0146,3,3,10,10,2,1,2,1,1,10,10,10,1,159414.0457,20,24900,2390,161804.0457
41,106.630639,10.78515,4,3,7,10,2,1,1,1,0,10,8,1,0,191727.7036,20,20400,1940,193667.7036
46,106.648626,10.760747,1,3,10,10,2,7,2,7,1,10,10,8,0,176647.9966,20,30300,2930,179577.9966
73,108.197436,16.014082,2,1,0,10,0,0,1,0,0,0,2,2,0,79707.02283,16,8700,770,80477.02283
48,105.81497,20.983622,4,3,1,10,1,1,5,1,2,10,6,8,0,189573.4597,20,18000,1700,191273.4597
85,106.564656,10.664309,5,4,4,3,0,0,0,0,1,2,3,1,0,224041.3615,15,6900,590,224631.3615
35,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,172339.5088,15,1500,50,172389.5088
60,106.616276,10.766118,2,2,2,10,0,0,3,0,2,7,2,7,0,109866.4369,20,11700,1070,110936.4369
88,106.564656,10.664309,3,3,4,3,0,0,0,0,1,2,3,1,0,51701.85265,15,6900,590,52291.85265
32,105.799102,20.997915,4,3,10,10,1,2,0,2,0,7,6,10,2,163722.5334,20,19800,1880,165602.5334
24,106.738134,10.701666,4,3,6,10,0,0,1,0,1,6,3,3,0,62473.07195,15,13200,1220,63693.07195
50,105.700178,20.999249,5,4,0,1,0,0,0,0,0,1,1,1,0,193020.2499,15,1500,50,193070.2499
85,106.596716,10.791276,4,4,3,10,0,3,2,3,1,3,5,3,0,262817.751,20,16800,1580,264397.751
56,106.710613,10.81347,5,5,10,10,4,0,1,0,6,10,9,3,0,254200.7755,20,23400,2240,256440.7755
30,106.680746,10.75677,2,2,10,10,2,9,10,9,0,10,10,5,4,232658.3369,20,39300,3830,236488.3369
78,106.739436,10.854675,3,4,0,10,0,0,0,0,1,1,1,0,0,230504.0931,20,6900,590,231094.0931
99,106.819337,10.821872,2,2,1,3,0,0,1,0,0,1,0,0,0,119775.9586,20,3300,230,120005.9586
63,106.703991,10.825675,5,5,0,10,2,0,1,0,6,4,4,8,1,396337.7854,20,11700,1070,397407.7854
74,105.818783,20.998849,4,4,10,10,4,0,2,0,0,10,10,8,1,137871.6071,20,25200,2420,140291.6071
35,105.800397,20.988599,4,4,10,10,1,3,3,3,1,10,10,10,5,107712.193,20,27000,2600,110312.193
41,106.687384,10.797824,5,4,10,10,8,1,1,1,0,10,10,4,2,331753.5545,20,27600,2660,334413.5545
42,105.84776,20.98773,4,3,10,10,0,1,2,1,1,10,10,10,0,142180.0948,20,23700,2270,144450.0948
27,106.678735,10.818685,1,2,10,10,1,5,3,5,1,10,10,8,1,150797.0702,20,28800,2780,153577.0702
40,105.831789,21.022711,3,3,10,10,1,3,0,3,1,10,10,10,1,172339.5088,20,24300,2330,174669.5088
50,105.700178,20.999249,5,4,0,1,0,0,0,0,0,1,1,1,0,193020.2499,15,1500,50,193070.2499
40,106.609167,10.745275,1,1,3,10,2,4,0,4,4,2,4,2,0,34467.90177,20,16200,1520,35987.90177
46,106.667262,10.838393,4,3,1,10,1,0,2,0,2,10,5,5,0,280051.7019,20,13500,1250,281301.7019
55,105.844675,20.983835,4,3,10,10,1,1,0,1,1,10,8,10,1,224041.3615,20,20700,1970,226011.3615
58,105.851432,20.980033,4,4,9,10,1,0,2,0,2,10,10,6,0,234812.5808,20,22800,2180,236992.5808
36,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,142180.0948,15,1500,50,142230.0948
32,106.627359,10.792073,3,3,8,10,0,1,1,1,1,10,10,6,1,129254.6316,20,21600,2060,131314.6316
38,105.857526,20.998984,3,4,7,10,1,0,2,0,3,10,9,6,0,176647.9966,20,20700,1970,178617.9966
46,105.817719,20.990112,6,4,1,10,0,1,2,1,0,10,10,8,0,172339.5088,20,18300,1730,174069.5088
45,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,150797.0702,15,1500,50,150847.0702
30,106.623123,10.706433,2,1,0,10,0,0,2,0,1,2,2,2,0,51701.85265,20,9600,860,52561.85265
42,105.819723,21.0146,4,4,10,10,2,1,2,1,1,10,10,10,1,193881.9474,20,24900,2390,196271.9474
32,105.785103,20.975189,3,3,10,10,3,0,0,0,1,10,10,10,2,148642.8264,20,22800,2180,150822.8264
35,105.819725,21.043683,3,3,10,10,2,0,1,0,1,6,4,5,0,84015.51056,20,17700,1670,85685.51056
55,106.643578,10.848148,2,2,2,10,0,0,1,0,0,10,10,5,0,187419.2159,20,17100,1610,189029.2159
22,106.738134,10.701666,2,3,6,10,0,0,1,0,1,6,3,3,0,51701.85265,15,13200,1220,52921.85265
55,106.627247,10.771792,2,2,7,10,1,0,1,0,0,10,6,5,1,112020.6807,20,17100,1610,113630.6807
64,106.646576,10.782263,3,3,10,10,0,0,7,0,0,10,9,8,1,260663.5071,20,26400,2540,263203.5071
68,106.739436,10.854675,4,5,0,10,0,0,0,0,1,1,1,0,0,286083.5847,20,6900,590,286673.5847
44,105.838452,21.015372,4,4,10,10,0,2,2,2,1,10,8,10,0,142180.0948,20,22800,2180,144360.0948
32,105.890331,20.979671,4,4,2,9,0,0,0,0,5,7,1,3,0,88323.99828,20,7500,650,88973.99828
42,106.738134,10.701666,2,2,6,10,0,0,1,0,1,6,3,3,0,46962.51616,15,13200,1220,48182.51616
53,106.596951,10.76963,2,2,0,10,0,0,0,0,0,1,2,3,0,159414.0457,20,7800,680,160094.0457
88,106.56719,10.818263,2,1,0,4,0,0,0,0,0,5,1,1,0,29728.56527,15,3300,230,29958.56527
36,105.85548,21.009572,4,4,10,10,1,2,10,2,0,10,10,7,1,163722.5334,20,32400,3140,166862.5334
22,106.64452,10.878635,1,1,7,10,0,2,1,2,0,10,2,4,0,58595.433,20,14700,1370,59965.433
35,105.825574,21.005201,4,4,10,10,1,0,1,0,0,10,8,7,5,172339.5088,20,20700,1970,174309.5088
25,105.834108,21.008452,2,2,10,10,1,5,5,5,1,10,10,10,0,80137.87161,20,30600,2960,83097.87161
56,106.758773,10.779981,2,2,6,10,0,0,2,0,0,4,0,2,1,141318.3972,20,11400,1040,142358.3972
40,106.710613,10.81347,2,2,10,10,4,0,1,0,6,10,9,3,0,80568.72038,20,23400,2240,82808.72038
71,105.748645,20.981405,6,4,0,6,0,0,2,0,1,4,4,4,0,414045.67,20,9000,800,414845.67
35,105.85548,21.009572,4,4,10,10,1,2,10,2,0,10,10,7,1,137871.6071,20,32400,3140,141011.6071
50,106.679431,10.796628,3,3,10,10,1,3,3,3,4,10,10,8,1,269280.4826,20,27000,2600,271880.4826
64,105.851432,20.980033,3,4,9,10,1,0,2,0,2,10,10,6,0,301594.1405,20,22800,2180,303774.1405
52,105.805743,21.039992,3,2,4,10,0,0,1,0,0,7,10,6,0,168031.0211,20,18300,1730,169761.0211
32,106.670832,10.85278,1,1,0,10,0,0,0,0,0,2,4,0,0,59457.13055,20,9600,860,60317.13055
48,106.692681,10.753682,5,4,4,10,4,1,3,1,2,7,9,4,2,353295.9931,20,22500,2150,355445.9931
38,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,142180.0948,15,1500,50,142230.0948
45,105.817719,20.990112,3,3,1,10,0,1,2,1,0,10,10,8,0,215424.386,20,18300,1730,217154.386
52,106.649141,10.840977,4,5,1,10,3,0,1,0,1,10,10,3,1,224041.3615,20,18300,1730,225771.3615
55,106.71365,10.741729,3,2,10,10,0,0,1,0,0,10,10,10,0,208961.6545,20,21900,2090,211051.6545
30,105.90645,21.019663,3,2,0,10,0,1,2,1,0,10,3,1,0,71090.04739,20,11400,1040,72130.04739
40,106.634549,10.745215,2,2,10,10,0,2,1,2,1,10,10,10,0,122791.9,20,23700,2270,125061.9
80,106.564656,10.664309,3,3,4,3,0,0,0,0,1,2,3,1,0,51701.85265,15,6900,590,52291.85265
64,106.645446,10.778827,3,1,10,10,0,1,10,1,0,10,10,10,0,224041.3615,20,30900,2990,227031.3615
45,105.792647,21.019835,4,4,10,10,1,0,4,0,2,10,10,7,3,198190.4352,20,25200,2420,200610.4352
60,106.656791,10.864549,2,2,1,10,1,0,0,0,2,2,2,3,0,187419.2159,20,9000,800,188219.2159
42,105.503064,21.136863,5,5,4,7,0,0,4,0,0,2,6,2,0,292977.165,15,15600,1460,294437.165
90,106.564656,10.664309,3,3,4,3,0,0,0,0,1,2,3,1,0,51701.85265,15,6900,590,52291.85265
35,105.844675,20.983835,4,4,10,10,1,1,0,1,1,10,8,10,1,133563.1193,20,20700,1970,135533.1193
29,105.819723,21.0146,3,3,10,10,2,1,2,1,1,10,10,10,1,163722.5334,20,24900,2390,166112.5334
80,106.630639,10.78515,3,4,7,10,2,1,1,1,0,10,8,1,0,340370.5299,20,20400,1940,342310.5299
86,106.564656,10.664309,3,2,4,3,0,0,0,0,1,2,3,1,0,56010.34037,15,6900,590,56600.34037
68,105.717436,21.08624,4,4,0,7,0,0,0,0,1,2,4,0,0,176647.9966,15,7800,680,177327.9966
40,106.658326,10.855521,2,2,1,10,0,0,1,0,2,10,8,7,0,114174.9246,20,14700,1370,115544.9246
36,106.597399,10.764623,2,2,0,10,0,0,0,0,0,2,3,5,0,59457.13055,20,8700,770,60227.13055
46,106.694159,10.816153,2,2,10,10,0,1,3,1,1,10,7,10,1,214562.6885,20,21900,2090,216652.6885
38,106.630709,10.819765,2,2,2,10,0,1,2,1,2,7,6,4,0,142180.0948,20,15300,1430,143610.0948
54,105.851777,20.998577,5,4,10,10,0,0,3,0,2,10,10,10,3,193881.9474,20,23700,2270,196151.9474
60,105.801566,21.075116,3,1,2,1,0,0,0,0,1,3,4,2,0,81861.2667,20,5400,440,82301.2667
40,106.746704,10.730583,2,2,0,0,0,0,0,0,1,3,3,0,0,103403.7053,20,2700,170,103573.7053
45,106.692159,10.828284,3,5,8,10,3,0,0,0,1,7,8,4,2,258078.4145,20,19800,1880,259958.4145
38,105.800397,20.988599,3,3,10,10,1,3,3,3,1,10,10,10,5,198190.4352,20,27000,2600,200790.4352
90,108.188689,16.043665,2,3,0,10,0,0,1,0,0,2,3,0,0,236966.8246,16,9600,860,237826.8246
38,105.732676,20.992357,3,2,3,3,0,0,0,0,0,5,2,0,0,61180.52564,20,5400,440,61620.52564
32,105.884581,20.994573,4,3,1,2,1,1,0,1,1,4,4,1,0,88323.99828,20,6900,590,88913.99828
30,108.221055,16.07246,2,2,10,10,3,6,0,6,1,10,10,10,2,77552.77897,16,28200,2720,80272.77897
39,105.818783,20.998849,3,3,10,10,4,0,2,0,0,10,10,8,1,142180.0948,20,25200,2420,144600.0948
39,106.739436,10.854675,2,1,0,10,0,0,0,0,1,1,1,0,0,123653.5976,20,6900,590,124243.5976
64,106.738134,10.701666,4,4,6,10,0,0,1,0,1,6,3,3,0,196036.1913,15,13200,1220,197256.1913
96,106.574346,10.85599,1,1,0,9,0,0,0,0,0,0,1,2,0,75398.53511,15,6300,530,75928.53511
34,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,176647.9966,15,1500,50,176697.9966
60,106.746704,10.730583,4,3,0,0,0,0,0,0,1,3,3,0,0,198190.4352,20,2700,170,198360.4352
27,106.759697,10.848312,2,2,8,10,3,1,0,1,3,8,10,4,2,80568.72038,20,22500,2150,82718.72038
76,106.597399,10.764623,3,2,0,10,0,0,0,0,0,2,3,5,0,236966.8246,20,8700,770,237736.8246
60,108.181375,16.055375,2,2,2,10,0,0,2,0,3,4,4,4,0,267126.2387,16,12600,1160,268286.2387
51,105.700178,20.999249,6,4,0,1,0,0,0,0,0,1,1,1,0,189573.4597,15,1500,50,189623.4597
62,106.616276,10.766118,4,5,2,10,0,0,3,0,2,7,2,7,0,232658.3369,20,11700,1070,233728.3369
33,105.810177,20.982563,4,3,1,10,1,0,5,0,1,9,4,9,0,101249.4614,20,15300,1430,102679.4614
27,106.7394,10.70145,4,3,6,10,0,0,2,0,1,6,3,3,0,78414.47652,15,14100,1310,79724.47652
46,105.85618,20.995127,3,3,8,10,0,0,1,0,3,10,9,2,2,344679.0177,20,19800,1880,346559.0177
40,105.818783,20.998849,4,3,10,10,4,0,2,0,0,10,10,8,1,155105.5579,20,25200,2420,157525.5579
30,106.634549,10.745215,2,2,10,10,0,2,1,2,1,10,10,10,0,120206.8074,20,23700,2270,122476.8074
33,105.777508,20.966556,3,3,10,10,0,1,0,1,1,9,10,9,0,107712.193,20,21900,2090,109802.193
39,105.833191,21.005871,4,4,10,10,1,0,5,0,0,8,10,10,1,176647.9966,20,26100,2510,179157.9966
75,108.24726,16.049289,4,4,0,10,0,1,2,1,1,6,3,9,0,366221.4563,16,11400,1040,367261.4563
32,106.741459,10.691147,2,2,6,10,0,0,0,0,0,5,6,2,0,60318.82809,15,15000,1400,61718.82809
33,106.679431,10.796628,4,4,10,10,1,3,3,3,4,10,10,8,1,366221.4563,20,27000,2600,368821.4563
60,106.627967,10.803699,4,3,10,10,1,2,1,2,1,10,10,4,1,323136.5791,20,24300,2330,325466.5791
34,105.799102,20.997915,4,4,10,10,1,2,0,2,0,7,6,10,2,168031.0211,20,19800,1880,169911.0211
62,106.620685,10.80158,5,5,1,10,0,0,1,0,3,4,8,4,0,245583.8001,20,14700,1370,246953.8001
33,106.665268,10.781981,3,2,10,10,3,2,2,2,2,10,10,10,3,211115.8983,20,26400,2540,213655.8983
50,106.657891,10.804384,4,4,10,10,1,0,0,0,3,3,10,8,2,359758.7247,20,21600,2060,361818.7247
54,106.627359,10.792073,3,3,8,10,0,1,1,1,1,10,10,6,1,224041.3615,20,21600,2060,226101.3615
68,106.755473,10.835861,3,2,1,10,1,0,1,0,0,0,1,5,0,202498.9229,20,9000,800,203298.9229
42,106.697086,10.805571,3,2,10,10,3,6,3,6,2,10,10,8,2,280051.7019,20,30900,2990,283041.7019
27,106.634321,10.720583,3,2,0,9,1,0,1,0,0,4,0,1,0,99095.21758,20,6900,590,99685.21758
75,106.670832,10.85278,4,4,0,10,0,0,0,0,0,2,4,0,0,366221.4563,20,9600,860,367081.4563
43,105.857526,20.998984,2,2,7,10,1,0,2,0,3,10,9,6,0,301594.1405,20,20700,1970,303564.1405
40,105.779153,21.036649,3,3,10,10,6,5,3,5,2,10,10,5,10,180094.7867,20,31800,3080,183174.7867
27,106.656791,10.864549,2,2,1,10,1,0,0,0,2,2,2,3,0,59026.28178,20,9000,800,59826.28178
23,106.707004,10.758929,2,1,4,10,1,1,1,1,1,10,7,9,1,92632.486,20,17100,1610,94242.486
35,105.814674,20.99288,5,4,3,10,1,0,2,0,0,10,10,9,1,163722.5334,20,19200,1820,165542.5334
90,105.90065,21.052817,3,3,0,10,0,0,1,0,1,3,1,7,0,301594.1405,20,7800,680,302274.1405
60,106.616276,10.766118,4,5,2,10,0,0,3,0,2,7,2,7,0,183110.7281,20,11700,1070,184180.7281
45,106.630354,10.716615,2,2,2,10,1,1,0,1,0,5,2,0,0,127531.2365,20,10500,950,128481.2365
36,106.692681,10.753682,2,2,4,10,4,1,3,1,2,7,9,4,2,101249.4614,20,22500,2150,103399.4614
80,106.564656,10.664309,3,3,4,3,0,0,0,0,1,2,3,1,0,51701.85265,15,6900,590,52291.85265
38,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,98664.36881,15,1500,50,98714.36881
62,106.739436,10.854675,2,1,0,10,0,0,0,0,1,1,1,0,0,119775.9586,20,6900,590,120365.9586
68,106.692681,10.753682,2,2,4,10,4,1,3,1,2,7,9,4,2,137871.6071,20,22500,2150,140021.6071
50,106.683563,10.807094,4,5,6,10,1,2,4,2,0,10,10,9,0,297285.6527,20,24600,2360,299645.6527
89,105.700178,20.999249,2,2,0,1,0,0,0,0,0,1,1,1,0,63981.04265,15,1500,50,64031.04265
50,106.692681,10.753682,2,1,4,10,4,1,3,1,2,7,9,4,2,124515.2951,20,22500,2150,126665.2951
49,106.646576,10.782263,2,1,10,10,0,0,7,0,0,10,9,8,1,280051.7019,20,26400,2540,282591.7019
48,105.814997,21.008508,5,4,10,10,3,2,0,2,1,10,10,3,0,189573.4597,20,24600,2360,191933.4597
38,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,142180.0948,15,1500,50,142230.0948
22,105.85618,20.995127,2,2,8,10,0,0,1,0,3,10,9,2,2,86169.75442,20,19800,1880,88049.75442
30,105.840178,21.043183,2,2,10,10,2,3,1,3,4,9,10,3,0,62473.07195,20,25800,2480,64953.07195
51,106.682819,10.842986,2,2,0,10,0,0,0,0,1,2,7,1,0,150366.2215,20,12300,1130,151496.2215
56,106.597399,10.764623,2,1,0,10,0,0,0,0,0,2,3,5,0,124946.1439,20,8700,770,125716.1439
75,108.188689,16.043665,3,2,0,10,0,0,1,0,0,2,3,0,0,157259.8018,16,9600,860,158119.8018
75,106.725605,10.726957,3,4,3,9,1,0,0,0,1,0,7,3,0,204653.1667,20,14100,1310,205963.1667
40,106.692681,10.753682,2,2,4,10,4,1,3,1,2,7,9,4,2,150797.0702,20,22500,2150,152947.0702
76,108.159687,16.078983,3,3,0,10,0,0,0,0,0,4,1,0,0,284360.1896,16,6900,590,284950.1896
37,106.711992,20.797771,5,5,0,7,0,0,1,0,0,1,1,0,0,150797.0702,18,6000,500,151297.0702
88,106.564656,10.664309,3,2,4,3,0,0,0,0,1,2,3,1,0,56010.34037,15,6900,590,56600.34037
34,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,63765.61827,15,1500,50,63815.61827
36,106.687701,10.81169,2,2,7,10,4,0,4,0,2,10,10,9,0,114174.9246,20,25200,2420,116594.9246
22,106.665175,10.84585,1,2,10,10,2,1,3,1,1,10,10,8,0,77552.77897,20,25800,2480,80032.77897
45,106.615081,10.804774,2,2,1,10,1,0,1,0,0,2,2,7,0,150797.0702,20,9900,890,151687.0702
30,106.742159,10.693674,2,2,4,10,0,0,1,0,0,5,4,3,0,36622.14563,15,12900,1190,37812.14563
81,105.842933,21.028968,2,1,10,10,0,7,4,7,2,10,10,9,1,107712.193,20,30900,2990,110702.193
33,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,83153.81301,15,1500,50,83203.81301
64,106.692681,10.753682,2,1,4,10,4,1,3,1,2,7,9,4,2,198190.4352,20,22500,2150,200340.4352
63,106.682819,10.842986,6,7,0,10,0,0,0,0,1,2,7,1,0,185264.972,20,12300,1130,186394.972
35,106.672313,10.774088,4,4,10,10,5,6,2,6,2,10,10,7,4,297285.6527,20,31200,3020,300305.6527
31,106.687701,10.81169,2,2,7,10,4,0,4,0,2,10,10,9,0,163722.5334,20,25200,2420,166142.5334
87,106.819337,10.821872,3,1,1,3,0,0,1,0,0,1,0,0,0,157259.8018,20,3300,230,157489.8018
55,106.640568,10.835879,3,3,3,10,0,1,2,1,1,10,5,7,0,224041.3615,20,15000,1400,225441.3615
35,106.666808,10.761581,2,3,10,10,2,6,8,6,0,10,10,9,6,318828.0913,20,34800,3380,322208.0913
20,106.746704,10.730583,2,1,0,0,0,0,0,0,1,3,3,0,0,29728.56527,20,2700,170,29898.56527
64,106.596951,10.76963,5,5,0,10,0,0,0,0,0,1,2,3,0,295131.4089,20,7800,680,295811.4089
20,106.678735,10.818685,1,1,10,10,1,5,3,5,1,10,10,8,1,71090.04739,20,28800,2780,73870.04739
46,106.758773,10.779981,3,3,6,10,0,0,2,0,0,4,0,2,1,193881.9474,20,11400,1040,194921.9474
22,105.703541,21.072329,2,1,2,9,0,0,1,0,1,7,3,2,0,142180.0948,15,10200,920,143100.0948
30,105.742098,20.982795,2,3,0,2,0,0,0,0,0,0,1,1,0,82292.11547,20,2100,110,82402.11547
81,106.728364,10.737603,5,5,5,10,0,1,0,1,7,8,9,5,0,202498.9229,20,18000,1700,204198.9229
42,106.651766,10.775578,2,2,10,10,4,6,3,6,0,10,10,3,1,193881.9474,20,31500,3050,196931.9474
47,106.596951,10.76963,3,3,0,10,0,0,0,0,0,1,2,3,0,185264.972,20,7800,680,185944.972
54,106.698242,10.745437,5,5,3,10,0,0,3,0,2,5,8,7,1,279620.8531,20,17700,1670,281290.8531
20,105.85618,20.995127,2,2,8,10,0,0,1,0,3,10,9,2,2,66781.55967,20,19800,1880,68661.55967
87,106.607614,10.897618,3,3,0,10,0,0,0,0,0,2,4,0,0,206807.4106,15,9600,860,207667.4106
42,105.893579,21.059972,3,3,9,10,0,1,1,1,1,10,9,2,0,93063.33477,20,21300,2030,95093.33477
31,106.742159,10.693674,3,2,4,10,0,0,1,0,0,5,4,3,0,59887.97932,15,12900,1190,61077.97932
44,106.674195,10.805201,3,4,10,10,1,0,0,0,2,1,6,3,1,236966.8246,20,18000,1700,238666.8246
37,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,232658.3369,15,1500,50,232708.3369
46,106.665175,10.84585,4,3,10,10,2,1,3,1,1,10,10,8,0,262817.751,20,25800,2480,265297.751
58,106.669455,10.763621,3,3,10,10,4,5,9,5,0,10,10,10,7,314519.6036,20,36000,3500,318019.6036
82,106.648626,10.760747,5,3,10,10,2,7,2,7,1,10,10,8,0,379146.9194,20,30300,2930,382076.9194
39,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,163722.5334,15,1500,50,163772.5334
60,106.685882,10.868741,4,4,0,10,0,0,1,0,1,3,1,7,0,152951.3141,20,7800,680,153631.3141
65,106.676507,10.840587,2,1,8,10,4,0,9,0,4,10,7,10,1,256355.0194,20,27600,2660,259015.0194
46,105.814674,20.99288,2,2,3,10,1,0,2,0,0,10,10,9,1,206807.4106,20,19200,1820,208627.4106
70,106.728364,10.737603,4,5,5,10,0,1,0,1,7,8,9,5,0,305902.6282,20,18000,1700,307602.6282
65,106.597399,10.764623,2,2,0,10,0,0,0,0,0,2,3,5,0,140025.8509,20,8700,770,140795.8509
81,106.710119,20.823357,4,4,0,9,0,0,1,0,0,6,10,0,0,241275.3124,18,15300,1430,242705.3124
87,106.738134,10.701666,3,3,6,10,0,0,1,0,1,6,3,3,0,241275.3124,15,13200,1220,242495.3124
37,106.627247,10.771792,2,2,7,10,1,0,1,0,0,10,6,5,1,137871.6071,20,17100,1610,139481.6071
22,105.85618,20.995127,2,2,8,10,0,0,1,0,3,10,9,2,2,77552.77897,20,19800,1880,79432.77897
52,105.785103,20.975189,4,4,10,10,3,0,0,0,1,10,10,10,2,187419.2159,20,22800,2180,189599.2159
50,106.678735,10.818685,4,5,10,10,1,5,3,5,1,10,10,8,1,292977.165,20,28800,2780,295757.165
42,106.697086,10.805571,3,3,10,10,3,6,3,6,2,10,10,8,2,280051.7019,20,30900,2990,283041.7019
23,106.738134,10.701666,2,2,6,10,0,0,1,0,1,6,3,3,0,47393.36493,15,13200,1220,48613.36493
34,105.700178,20.999249,3,2,0,1,0,0,0,0,0,1,1,1,0,52994.39897,15,1500,50,53044.39897
90,106.653271,20.824816,5,3,0,6,0,0,1,0,1,5,3,0,0,168031.0211,18,7200,620,168651.0211
51,106.726332,10.830703,2,1,0,10,2,0,9,0,0,9,6,4,0,81861.2667,20,20700,1970,83831.2667
58,105.81497,20.983622,5,4,1,10,1,1,5,1,2,10,6,8,0,137871.6071,20,18000,1700,139571.6071
32,105.863234,20.989274,3,4,3,10,1,0,3,0,0,10,7,6,1,152951.3141,20,17400,1640,154591.3141
35,105.863234,20.989274,4,3,3,10,1,0,3,0,0,10,7,6,1,129254.6316,20,17400,1640,130894.6316
60,106.564656,10.664309,2,2,4,3,0,0,0,0,1,2,3,1,0,40930.63335,15,6900,590,41520.63335
56,106.612356,10.734109,4,5,0,10,0,0,2,0,0,7,6,1,0,297285.6527,20,13200,1220,298505.6527
32,105.884581,20.994573,3,3,1,2,1,1,0,1,1,4,4,1,0,88323.99828,20,6900,590,88913.99828
55,108.171831,16.0594,2,2,4,10,0,2,3,2,2,8,1,3,0,90478.24214,16,13800,1280,91758.24214
46,106.648391,10.769013,6,4,10,10,2,0,5,0,3,10,10,6,0,262817.751,20,26700,2570,265387.751
90,105.700178,20.999249,2,2,0,1,0,0,0,0,0,1,1,1,0,176647.9966,15,1500,50,176697.9966
72,106.611945,10.722701,2,1,0,10,0,2,0,2,1,3,3,1,0,180956.4843,20,10500,950,181906.4843
40,106.706029,10.78604,2,2,10,10,3,2,1,2,10,3,9,1,9,124946.1439,20,24600,2360,127306.1439
60,106.624152,10.779116,4,4,2,10,0,1,0,1,2,10,5,4,0,305902.6282,20,12600,1160,307062.6282
85,106.746704,10.730583,7,7,0,0,0,0,0,0,1,3,3,0,0,262817.751,20,2700,170,262987.751
35,105.857094,20.999661,4,4,1,10,1,1,2,1,3,10,9,10,0,137871.6071,20,18000,1700,139571.6071
80,106.728364,10.737603,4,5,5,10,0,1,0,1,7,8,9,5,0,254200.7755,20,18000,1700,255900.7755
70,106.739436,10.854675,2,1,0,10,0,0,0,0,1,1,1,0,0,60318.82809,20,6900,590,60908.82809
86,106.645446,10.778827,2,2,10,10,0,1,10,1,0,10,10,10,0,258509.2632,20,30900,2990,261499.2632
32,105.814674,20.99288,3,3,3,10,1,0,2,0,0,10,10,9,1,133563.1193,20,19200,1820,135383.1193
78,106.692681,10.753682,3,2,4,10,4,1,3,1,2,7,9,4,2,163722.5334,20,22500,2150,165872.5334
52,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,214562.6885,15,1500,50,214612.6885
50,105.700178,20.999249,1,1,0,1,0,0,0,0,0,1,1,1,0,47393.36493,15,1500,50,47443.36493
78,108.188689,16.043665,3,3,0,10,0,0,1,0,0,2,3,0,0,185264.972,16,9600,860,186124.972
31,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,77552.77897,15,1500,50,77602.77897
